"sheets.Sheet1.rank","sheets.Sheet1.lastyear","sheets.Sheet1.upordown","sheets.Sheet1.name","sheets.Sheet1.position","sheets.Sheet1.club","sheets.Sheet1.league","sheets.Sheet1.ageon20dec2014","sheets.Sheet1.nationality","sheets.Sheet1.birthplace","sheets.Sheet1.imagefound","sheets.Sheet1.videopath","sheets.Sheet1.mainimageurl500x500px","sheets.Sheet1.mainimageurllandscape900x506px","sheets.Sheet1.profile","sheets.Sheet1.writer","sheets.Sheet1.words","sheets.Sheet1.copyin","sheets.Sheet1.assigned","sheets.Sheet1.subbed","sheets.Sheet1.revised","sheets.Sheet1.rowNumber","updated","name"
80,"","New","Steven Gerrard","Midfielder","Liverpool","Premier League",34,"England","Whiston","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/18/1418946674112/Steven-Gerrard--004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418951762437/Liverpools-Steven-Gerrard-002.jpg","Luis Suárez and Daniel Sturridge were integral to Liverpool’s title challenge but no player exerted a greater influence on the 11-match winning run that brought the trophy within touching distance than the club’s captain. Converted into a holding midfielder, Gerrard excelled. His distribution, intelligence and nerveless penalty-taking looked to have ended his long wait for a first title but that costly slip against Chelsea marked the start of “probably the worst three months of my life” for England’s captain, continuing into a dreadful World Cup. So far this season he has struggled, and is unsure whether to extend his Liverpool career.","Andy Hunter",100,"√ MC","√ SMc","√ PC","√ SB",80,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
81,"41","-40","Dani Alves","Defender","Barcelona","La Liga",31,"Brazil","Juazeiro","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/18/1418946726413/Dani-Alves-of-FC-Barcelon-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418951850477/Dani-Alves-of-FC-Barcelon-002.jpg","Injury precluded Dani Alves from being one of the unfortunate Brazilians who will forever be tainted by association by that World Cup humiliation at the hands of Germany, but it didn’t stop him from lambasting the “assholes” and “losers” who mocked his team-mates in the wake of the 7-1 thrashing. Despite endless rumours linking him with a move away from the Camp Nou, where Gerard Piqué was recently overheard informing him the pair “have many enemies”, the rampaging right-back, who is fabled for spending more time in the opposition half than his own, continues to be a regular in Luis Enrique’s side","Barry Glendenning",100,"√ SMc","√ SMc","√ PC","√ SB",81,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
82,"","New","Gervinho","Forward","Roma","Serie A",27,"Ivory Coast","Anyama","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/18/1418945778351/Gervinho-of-AS-Roma--004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418951148089/AS-Romas-Gervianho--002.jpg","Barely 18 months after his miserable final season at Arsenal Gervinho is now thriving at Roma, a key figure in a title-challenging team. He is quick to credit Rudi Garcia as the key component in this reversal of fortunes. Having previously worked with Gervinho at Lille, the Roma manager understands the player’s flaws – an erratic touch and lack of composure in front of goal – better than most, but chooses to focus on the positives instead. Gervinho continues to waste more chances than he should, but offsets this with the sheer volume of opportunities that he creates.","Paolo Bandini",300,"√ SMc","√ SMc","√ PC","√ SB",82,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
83,"87","4","Mehdi Benatia","Defender","Bayern Munich","Bundesliga",27,"Morocco","Courcouronnes, France","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/18/1418946794872/Medhi-Benatia-of-Bayern-M-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418954309800/Bayern-Munichs-defender-M-002.jpg
","Two transfers in two summers – from Udinese to Roma, then on to Bayern – summarise Benatia’s sudden transformation into an elite centre-back. The 27-year-old is physically impressive, but not dependent upon his strength because of his reading of the game. He’s perfect for Pep Guardiola, happy playing in either a three- or a four-man defence, and is comfortable enough in possession to start attacks, or combine with other defenders under pressure in deep positions. Morocco’s absence from the World Cup, and Benatia’s lack of major honours, means he remains underrated, but his stock will continue to rise.","Michael Cox",100,"√ SMc","√ SMc","√ SB","√ PC",83,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
84,"94","10","Isco","Midfielder","Real Madrid","La Liga",22,"Spain","Benalmádena","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/18/1418946863680/Francisco-Alarcon-Isco-of-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418952217585/Isco-of-Real-Madrid--002.jpg","Despite initially finding opportunities limited at the Bernabéu after moving to Real Madrid from Málaga, this preposterously talented young midfielder has consistently impressed. He helped turn Real’s fortunes around against Atlético Madrid after coming on in the Champions League final in May, catching the eye with his particularly audacious twirling first touch in the opposition penalty area. A decent finisher blessed with excellent vision, close control and the ability to thread a pass through the eye of a needle, it is difficult to discern any weaknesses in the game of a 22-year-old with the world at his feet.","Barry Glendenning",100,"√ SMc","√ SMc","√ PC","√ SB",84,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
85,"","New","Henrikh Mkhitaryan","Midfielder/forward","Borussia Dortmund","Bundesliga",24,"Armenia","Yerevan","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/18/1418946928182/Henrikh-Mkhitaryan-of-Bor-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418952309982/Henrikh-Mkhitaryan-of-Dor-002.jpg","An underwhelming year for Dortmund means Mkhitarayan hasn’t enjoyed a particularly sparkling year, but when on form the Armenian number ten remains extremely exciting. He specialises in finding space between the lines and arriving late in the box, and he has a very precise, deliberate style with his passes and shots. However, it was Mkhitarayan’s goalscoring ability from midfield which made him so valuable, and his efficiency in the final third has completely dried up. Jurgen Klopp has often deployed him in a deeper position than usual, but no goals or assists in his last 17 Dortmund matches summarises Mkitarayan’s struggles. ","Michael Cox",100,"√ SMc","√ SMc","√ SB","√ PC",85,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
86,"","New","José Callejón","Forward","Napoli","Serie A",27,"Spain","Motril","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/18/1418947029031/Jose-Maria-Callejon-of-Na-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418952389374/Napolis-Jose-Maria-Callej-002.jpg","It has been an excellent year for the Napoli forward, who has made a prolific start to this season, including a run during Autumn of seven goals in as many league games. Callejón did not quite do enough to make the grade at Real Madrid but now, with the trust of Rafael Benítez, looks an altogether more fearsome beast and could be an important component of the post-World Cup Spain landscape too. He won his first cap in November and offers something different with direct running to go with adept close control and clinical finishing. He will be 28 in February, but there is a feeling that his best is yet to come.","Nick Ames",100,"√ SMc","√ SMc","√ PC","√ SB",86,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
87,"","New","Miranda","Defender","Atlético Madrid","La Liga",30,"Brazil","Paranavai, Brazil","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/18/1418947095913/Miranda-of-Atletico-Madri-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418952513047/Atletico-de-Madrid---Celt-002.jpg","Many people in Brazil and Europe were baffled by Miranda’s omission from the Brazilian World Cup squad, given that the defender’s keen reading of the game and rock-solid partnership with Diego Godín had been so important to Atlético Madrid’s journey to the Champions League final and the La Liga title. Further questions were asked after the shambolic 7-1 humbling by Germany and it comes as no surprise that Miranda has featured in every game for his country since the summer. Atlético will have been delighted to keep him last summer, but Miranda continues to be linked with a move to one of Europe’s elite clubs.","Fernando Duarte",100,"√ MC","√ SMc","√ PC","√ SB",87,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
88,"","New","Iker Casillas","Goalkeeper","Real Madrid","La Liga",33,"Spain","Móstoles","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/18/1418947166393/Iker-Casillas-of-Real-Mad-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418952603188/Real-Madrids-goalkeeper-I-002.jpg","Two errors in Spain’s infamous 5-1 World Cup defeat to Holland seemed to confirm impressions of Casillas’s decline, which had started to set in when José Mourinho cast him so firmly into the shadows during his time at the Bernabéu. Another error against Slovakia in a Euro 2016 qualifier caused further derision but this has already been one of his most successful years. How many people captain Real Madrid in a Champions League win against their city rivals, securing La Décima in the process? He has not had the easiest ride of late but has been a class act over 16 seasons, making more than 700 appearances","Nick Ames",100,"√ SMc","√ SMc","√ PC","√ SB",88,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
89,"","New","Daley Blind","Midfielder","Manchester United","Premier League",24,"Holland","Amsterdam","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418947286838/Daley-Blind-of-Manchester-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418952686887/Daley-Blind-of-Manchester-002.jpg","Being voted the Eredivisie player of the year in May after helping Ajax to the title was an outstanding achievement by Blind, bearing in mind how unspectacular his job tends to be. That accolade was reward for his ubiquity, understanding and precision, attributes that made him a vital cog for his club. He performed the same role for his country as Holland finished third at the World Cup and Louis van Gaal was so impressed he paid £14m to bring him to Old Trafford, where he made a strong early impression before sustaining a knee injury while playing for his country in November that will rule him out until well into the new year.","Paul Doyle",100,"√ MC","√ SMc","√ SB","√ PC",89,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
90,"","New","César Azpilicueta","Defender","Chelsea","Premier League",25,"Spain","Pamplona","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418947339191/Cesar-Azpilicueta--004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418952774501/Cesar-Azpilicueta-of-Chel-002.jpg","The right-back whose performances on the opposite flank convinced Chelsea they could dispense with Ashley Cole. Azpilicueta had been a fringe player, a back-up to Branislav Ivanovic, before being offered a chance when Cole suffered a rib injury in late 2013 and has been excellent ever since. Quick, defensively sound and decisive in the tackle, he was Chelsea’s find of last season and has resisted the challenge provided by the £15.8m Filipe Luís for his position this term. “A team of Azpilicuetas would probably win the Champions League,” says José Mourinho, “because football is not just about pure talent.”","Dominic Fifield",100,"√ SMc","√ SMc","√ PC","√ SB",90,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
91,"","New","Jack Wilshere","Midfielder","Arsenal","Premier League",22,"England","Stevenage","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418947630857/Jack-Wilshere-of-Arsenal-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418952890008/-Jack-Wilshere-of-Arsenal-002.jpg","This is Wilshere’s first appearance in the Top 100 and for a while it seemed like this might be the year he started to fulfil his rich potential, with his impudent finishing touch to a mesmeric team move to score against Norwich City voted as the best goal of the 2013-14 Premier League season. Yet he has continued to be hampered by injuries, his form has wavered and he has failed to find a regular position at Arsenal, beginning on the bench when the club won the FA Cup final to end their nine-year wait for a trophy. He was peripheral to England’s World Cup flop, but impressed in the autumn qualifiers before his latest injury.","Paul Doyle",100,"√ MC","√ SMc","√ PC","√ SB",91,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
92,"","New","Héctor Herrera","Midfielder","Porto","Portuguese league",24,"Mexico","Tijuana, Mexico","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418947688396/FC-Portos-Hector-Herrera-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418953063453/FC-Portos-midfielder-Hect-002.jpg","If plenty are bemoaning weary limbs and minds in the aftermath of a World Cup summer, Herrera is not one of them. His excellent displays with Mexico in Brazil have positively galvanised him for his sophomore season with Porto. The 24-year-old had endured a hugely disappointing debut season at the Dragão, underpinned by a red card after just six minutes of his Champions League debut against Zenit St Petersburg last October. This season, however, it’s clear to see why Porto toughed out protracted negotiations to get him, with his box-to-box power making him the natural successor to Lucho González.","Andy Brassell",100,"√ MC","√ SMc","√ PC","√ SB",92,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
93,"39","-54","Gerard Piqué","Defender","Barcelona","La Liga",27,"Spain","Barcelona","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418947773701/Gerard-Pique-of-FC-Barcel-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418953125260/Gerard-Pique-of-FC-Barcel-002.jpg","It’s been a poor year for the elegant Barcelona centre-back who appears to have forgotten how to defend in the absence of his former partner Carles Puyol, who retired at the end of last season. Piqué was shown up badly during Spain’s World Cup humiliation at the hands of Holland and, amid rumours of a fraught relationship with his manager, Luis Enrique, has repeatedly been linked with a move away from Barcelona. The player himself insists he is content at the Camp Nou but he is reportedly teaching his two-year-old son seven languages, including Russian, English and Chinese, so he’s keeping his options open.","Barry Glendenning",100,"√ SMc","√ SMc","√ PC","√ SB",93,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
94,"","New","Enner Valencia","Forward","West Ham United","Premier League",25,"Ecuador","San Lorenzo","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418948055351/Enner-Valencia-of-West-Ha-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/21/1419171352882/Enner-Valencia--002.jpg","A new entry, the striker was prolific for Pachuca in Mexico and then followed that up by being Ecuador’s only goalscorer at the World Cup, plundering three goals in the group stages. That caught the attention of the watching world and earned a move to West Ham and he has adjusted quickly to life in England and the Premier League, which is not always the case with South American players. Quick with the ball at his feet and also a genuine threat in the air, he wasted no time in making himself a favourite at Upton Park when he sent a scorching 25-yarder past the Hull City goalkeeper Allan McGregor on his first league start.","Jacob Steinberg",100,"√ MC","√ SMc","√ PC","√ SB",94,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
95,"50","-45","David Luiz","Defender","PSG","Ligue 1",27,"Brazil","Diadema","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418948106556/Brazils-defender-David-Lu-004.jpg
","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418953259212/Paris-Saint-Germains-Davi-002.jpg","It’s hard to reconcile the disastrously-positioned defender who struggled in so many matches at the World Cup with the Roy of the Rovers figure who scored that beautiful quarter-final free-kick in the same tournament. Not everyone is a fan but certainly no current Brazilian player bar Neymar is quite as charismatic, and his compatriots somehow seem to like his madness. By spending an initial £40m, rising beyond £50m with add-ons, to bring him from Chelsea in the summer Paris Saint-Germain probably overpaid for him but Laurent Blanc insisted that “he’s a great defender, even if he takes some risks sometimes”.","Fernando Duarte",100,"√ MC","√ SMc","√ SB","√ PC",95,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
96,"","New","Memphis Depay","Midfielder","PSV Eindhoven","Dutch league",20,"Holland","Moordrecht","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418948927353/Memphis-Depay-of-PSV-Eind-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418954045551/Memphis-Depay-of-PSV--002.jpg","A newcomer to this list, the young PSV wide man impressed for Holland during the summer in Brazil, where he grabbed two goals in the group stages – becoming the youngest Dutchman ever to score in the competition – and also made the three-man shortlist for the World Cup’s Best Young Player award. The pacy left-winger’s good form has continued in the Eredivisie, making him a target for Manchester United and Southampton, who are both managed by famous compatriots. A player who attacks with intent from the flank, whilst comfortable cutting inside and taking on defenders, Depay is widely considered to be one of the brightest young talents in European football.","Barry Glendenning",100,"√ SMc","√ SMc","√ PC","√ SB",96,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
97,"38","-59","Daniele De Rossi","Midfielder","Roma","Serie A",31,"Italy","Rome","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418948154600/Daniele-De-Rossi-of-Empol-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418953398411/Daniele-De-Rossi-of-AS-Ro-002.jpg","A big fall for De Rossi, who is reportedly paid more than any other Serie A player but is not quite the dominant, all-action figure of several years ago. Still influential in last season’s outstanding Roma side, he has not been helped by injury and suspension this time around. De Rossi, who won his 100th cap for Italy in November in the 1-1 Euro 2016 qualifying draw with Croatia, is second only to Francesco Totti in Roma’s local hero stakes and remains a totemic figure at the Stadio Olimpico who channels that particularly Italian mix of aggression and intelligence. But time is running out if he is to translate that into a still-elusive Serie A title.","Nick Ames",100,"√ SMc","√ SMc","√ PC","√ SB",97,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
98,"","New","Rogério Ceni","Goalkeeper","São Paulo","Brazilian league",41,"Brazil","Pato Branco","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418948211042/Rogeiro-Ceni-of-Sao-Paulo-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418953459914/Goalkeeper-Rogerio-Ceni-o-002.jpg","Outspoken, moody and egocentric, Rogério Ceni never set out to make friends, but has become enormously popular anyway. The goalkeeper, who turns 42 in January, announced his retirement earlier this year, as he had in 2012 and 2013, insisting that this time “I’m going to really stop” – only to once again be convinced to keep playing. He will try to further extend an outstanding record at both ends of the pitch (he scored his 120th goal in September, unsurprisingly a record for a goalkeeper). Ceni has so far featured in 1,117 games for the same club – also a record – and captained São Paulo in 866 of them (another).","Fernando Duarte",100,"√ MC","√ SMc","√ SB","√ PC",98,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
99,"","New","Radja Nainggolan","Midfielder","Roma","Serie A",26,"Belgium","Antwerp","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418948276553/Radja-Nainggolan-of-AS-Ro-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418953541332/Radja-Nainggolan--002.jpg","A powerful all-round midfielder, Nainggolan has been in exceptional form for Roma, and was extremely unfortunate to be omitted from Belgium’s World Cup squad. But whereas many members of his country’s so-called golden generation endured a difficult 2014, this was the year Nainggolan emerged as a top-class player, following his move from Cagliari in January. Nainggolan can fill every possible midfield role – as you’d expect from someone who, unusually, idolised both Rino Gattuso and Ronaldinho as a teenager. That’s a neat summary:  he’s combative, energetic, and increasingly an attacking force too.","Michael Cox",100,"√ SMc","√ SMc","√ SB","√ PC",99,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
100,"","New","Seydou Doumbia","Forward","CSKA Moscow","Russian league",26,"Ivory Coast","Abidjan","","","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418948360088/CSKA-Moscows-Seydou-Doumb-004.jpg","https://static.guim.co.uk/sys-images/Sport/Pix/pictures/2014/12/19/1418953613563/CSKA-Moscows-Seydou-Doumb-002.jpg","At club level, the 26-year-old has been prolific, carrying on the form he first showed at Young Boys since his move to CSKA Moscow in 2010. He scored 18 goals in 22 games as CSKA won a second successive Russian title last season and has banged in seven in 12 this campaign. He’s also impressed in European competition, scoring five in seven matches over the past two seasons – including both goals at the Etihad as CSKA beat Manchester City in the Champions League. Doumbia has found goals harder to come by at international level, but will fight it out with Wilfried Bony to lead the line for Ivory Coast at the Cup of Nations.","Jonathan Wilson",100,"√ MC","√ SMc","√ PC","√ SB",100,"Mon Jan 12 2015 17:55:00 GMT+0000 (UTC)","Footballer100 2014"
