"sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Position.modifier","sheets.players.Club.on.20.Dec.2019","sheets.players.League","sheets.players.Age.on.20.Dec.2019","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Desked.by","sheets.players.To.be.subbed.by","sheets.players.Subbed","sheets.players.Revised","sheets.furniture.headline","sheets.furniture.standfirst","sheets.furniture.pagestrap","sheets.furniture.shareurl"
"76","84","+8","Memphis Depay","Forward","CENTRE","Lyon","France","25","Netherlands","Other nationalities, Ligue 1, Forwards","","","https://media.guim.co.uk/e8645209bd78a1e12ae9439dbe08886e60678998/1832_69_2299_2299","cropRatio=2299,2299&size=140,500,1000,2000,2299","https://media.guim.co.uk/05e93884206a5468d90ab30bb45e7f3b76b8f135/44_410_3824_2295","cropRatio=3824,2295&size=140,500,1000,2000,3824","","Now 25, the player who never hit top form at Manchester United has grown into one of Europe's best forwards, scoring and creating goals regularly for Lyon <a href=""https://www.theguardian.com/football/2019/oct/10/netherlands-northern-ireland-euro-2020-qualifier-match-report"">and the Netherlands</a>. For his club he thrives not just in Ligue 1 but also in the Champions League, where he scored in each of their first four group games this season. What’s more, his character has made him a leader at Lyon. “He has been able to become a player who is nearly indispensable,” said his chairman Jean-Michel Aulas in November, three weeks before the club formally acknowledged the Dutchman's inspirational qualities by appointing him captain.","Paul Doyle","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"77","","New entry","Arthur","Midfielder","CENTRE","Barcelona","Spain","23","Brazil","Brazilian, La Liga, Midfielders","","","https://media.guim.co.uk/1ccfea56c35712184858badc4816ae09922628b0/1161_144_1661_1661","cropRatio=1661,1661&size=140,500,1000,1661","https://media.guim.co.uk/89db44fa900a92e2cab417b1c7aa947a12f314e2/47_59_4813_2887","cropRatio=4813,2887&size=140,500,1000,2000,4813","","“He’s a footballer who is perfectly adaptable to Barcelona, he has Barcelona DNA, that technical quality, the talent necessary. In terms of his qualities, I don’t have any doubt that he could be a great player for Barça.” That’s what Xavi Hernández said of the man (another one) who some said would be the new Xavi Hernández. Even Messi said: “He has a style very like Xavi’s.” Injury and a lack of continuity, as well as doubts about his fitness and how well he looks after himself, have seen progress slow down, but there’s something about Arthur for sure.","Sid Lowe","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"78","46","-32","Dries Mertens","Forward","CENTRE","Napoli","Italy","32","Belgium","Belgian, Serie A, Forwards","","","https://media.guim.co.uk/6849d6ed842d740b22001dd2bcb460642d9320d8/1177_179_1260_1260","cropRatio=1260,1260&size=140,500,1000,1260","https://media.guim.co.uk/b0191f436295a10176f171d683a39bd5ed0d36d1/0_172_4369_2621","cropRatio=4369,2621&size=140,500,1000,2000,4369","","This was the year that Mertens moved ahead of Diego Maradona on Napoli’s all-time goalscoring charts, cementing his status as one of the city of Naples’s most beloved adopted sons. And yet, this might also be the year when his relationship with the club began to break down. A reported ringleader in the player mutiny against owner Aurelio De Laurentiis’s decision to put the squad into a punitive training camp in November, Mertens’s future at the club is in doubt. Still, he continues to produce on the biggest occasions: <a href=""https://www.theguardian.com/football/blog/2019/nov/28/dries-mertens-napoli-rivals-liverpool-flaws"">scoring in both Champions League group games against Liverpool</a>.","Nicky Bandini","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"79","50","-29","Sergio Busquets","Midfielder","CENTRE","Barcelona","Spain","31","Spain","Spanish, La Liga, Midfielders","","","https://media.guim.co.uk/ceaac2335f5f3d14c40acfd64150691e290f2670/2052_168_1031_1031","cropRatio=1031,1031&size=140,500,1000,1031","https://media.guim.co.uk/9d0837deb09698dfc0f25b6ccf735fb2638c17fe/0_3_4692_2816","cropRatio=4692,2816&size=140,500,1000,2000,4692","","Slipping down the list and, aged 31, slipping towards the end. More vulnerable than before, slower too. And yet there might still be no one who quite does what Busquets does. There may be an argument that he is a victim of Barcelona’s systemic problems rather than responsible for them, and his club miss him when he’s not there. They will miss him even more when he’s gone for good. He admits that he misses Xavi and Andrés Iniesta, he’s the last man left from that midfield, the focal point of a certain nostalgia, and he says he will not stretch his career out.","Sid Lowe","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"80","47","-33","Marco Reus","Forward","CENTRE","Borussia Dortmund","Germany","30","Germany","German, Bundesliga, Forwards","","","https://media.guim.co.uk/023a41ce72988f1fe94e22491aa3a37e2ca26d49/658_67_650_650","cropRatio=650,650&size=140,500,650","https://media.guim.co.uk/fcbd906ac644ccad93934ff2db2e1511c5d0f803/0_299_3902_2341","cropRatio=3902,2341&size=140,500,1000,2000,3902","","Reus was at his imaginative best as Dortmund ran Bayern close for the Bundesliga title in 2018-19, the captain – and now veteran – inspiring the team’s younger players and setting the tone from his playmaking role. He scored a remarkable 17 goals and provided 11 assists in 27 Bundesliga games that campaign. The current season has not been as kind to Reus and he lost his temper in one post-match interview, telling the interviewer to stop going on about this “mentality shit” after Dortmund had dropped late points against Eintracht Frankfurt. His manager, Lucien Favre, is not worried though: “If he is fit he will play. No player can be in top form all the time.”","Marcus Christenson","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"81","","Re-entry","Marco Verratti","Midfielder","CENTRE","Paris Saint-Germain","France","27","Italy","Italian, Ligue 1, Midfielders","","","https://media.guim.co.uk/051106b814a36a1e130852b24097a73fa52fbe95/882_17_730_731","cropRatio=730,731&size=500,730","https://media.guim.co.uk/1cd17906bb2805f5a9adbd84c89c58f0b281a077/0_56_7092_4257","cropRatio=7092,4257&size=140,500,1000,2000,7092","","Verratti has a tendency to pick up needless yellow cards and is so bad at shooting that his manager at PSG, Thomas Tuchel, discourages him from doing it even in training. Those would be ruinous flaws if he were not so good at nearly everything else. His touch, passing and cleverness make him the midfielder who knits play together for PSG and Italy. He <a href=""https://www.theguardian.com/football/2019/apr/23/psg-champions-youth-chance-kylian-mbappe-ligue-1"">won his sixth title with the French club in 2019</a> before signing a new five-year deal. “Coaching Marco is the best thing that can happen to a coach,” said Tuchel in November. “I'm really pleased he’s with us because he's an extraordinary player with a very rare mindset.” He also helped Italy to qualify for Euro 2020 with maximum points, even scoring two goals in the process.","Paul Doyle","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"82","83","1","Gerard Piqué","Defender","CENTRE","Barcelona","Spain","32","Spain","Spanish, La Liga, Defenders","","","https://media.guim.co.uk/0d82ad94d2f7142150157853daddb65984575a08/1428_119_977_977","cropRatio=977,977&size=140,500,977","https://media.guim.co.uk/06e1af7cb13f1e6d6538735c350fbb98eee52d58/0_0_3892_2335","cropRatio=3892,2335&size=140,500,1000,2000,3892","","The businessman who <a href=""https://www.theguardian.com/sport/2019/nov/16/gerard-pique-revamped-davis-cup-project"">reinvented the Davis Cup</a>, bought FC Andorra, organised Barcelona’s shirt sponsorship for them, bringing together the club and Rakuten, and plays a bit of football in his spare time. Recently accused of having other priorities, he insists that in fact the order runs: “Football, football, football.” And he’s very good at it – far better than this position suggests. Frankly, seen from Spain, it is baffling how little credit he gets. Here he is again, well down the list. But check out the defenders ahead of him here and – Virgil van Dijk aside – he can make a case for being better than all of them.","Sid Lowe","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"83","100","+17","José María Giménez","Defender","CENTRE","Atlético Madrid","Spain","24","Uruguay","Other nationalities, La Liga, Defenders","","","https://media.guim.co.uk/b63968e97c93d6386cc23b2c6cf6f7e14c6e14bf/1226_62_1133_1133","cropRatio=1133,1133&size=140,500,1000,1133","https://media.guim.co.uk/443888707be9f3533914ce66f8d88dbd9d44bcaf/0_27_4213_2528","cropRatio=4213,2528&size=140,500,1000,2000,4213","","Stepping up to lead the Atlético Madrid defence after the departure of his countryman Diego Godín – although so far this season he has largely been unable to do so because of injury. Look Giménez up and, for all the clean sheets, despite the 58 Uruguay caps, the most striking stat of all is his age: it feels like he has been around for ever, but he is still only 24. The very last man on this list last year, he’s up 17 places this time around. Get continuity and surely he will climb further.","Sid Lowe","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"84","","New entry","Teemu Pukki","Forward","CENTRE","Norwich City","England ","29","Finland","Other nationalities, Premier League, Forwards","","","https://media.guim.co.uk/8c7f7ab7dcb2407399739a69ff08d67156bbc4ee/1328_237_858_858","cropRatio=858,858&size=140,500,858","https://media.guim.co.uk/05623a2cfaba40d15bcdcee180aaa8f14e727504/78_5_1433_860","cropRatio=1433,860&size=140,500,1000,1433","","In December of 2018 Pukki was a forward looking to rebuild his reputation. In December 2019 he is a Finnish national hero with <a href=""https://www.theguardian.com/football/2019/aug/17/norwich-newcastle-premier-league-match-report"">a Premier League matchball on his mantelpiece</a>. Initially signed by Norwich as an attacking midfielder, he became the Canaries’ talismanic striker scoring 29 league goals on the way to promotion from the Championship. At the same time he was scoring 10 times in 10 matches as Finland qualified for Euro 2020, the first major tournament in their history. When Finnish prime minister Antti Rinne met Emmanuel Macron this autumn, he gave him a Pukki shirt as a gift. That’s when you really know you’ve made it. ","Paul MacInnes","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"85","34","-51","Diego Godín","Defender","CENTRE","Inter","Italy","33","Uruguay","Other nationalities, Serie A, Defenders","","","https://media.guim.co.uk/11cbc25c99ec9fff2fcb4445b47e99ac266f6e9e/901_649_836_836","cropRatio=836,836&size=140,500,836","https://media.guim.co.uk/eccacb03ba3671f10d8d46e42b146cc4313dbf25/33_0_1929_1157","cropRatio=1929,1157&size=140,500,1000,1929","","Ending nine years at Atlético second behind Barça in La Liga, Godín was persuaded by Antonio Conte to sign a three-year contract and showcase his no-messing defensive style in Serie A. He was unable to stop his new side dropping to the Europa League after <a href=""https://www.theguardian.com/football/2019/dec/10/champions-league-roundup-ajax-and-inter-crash-out-after-home-defeats"">home defeat to Barcelona</a> knocked them out of the Champions League. However the seniority and solidity he has brought to Inter’s backline helped push them to the top of Serie A by early December, with only 13 goals conceded from their first 15 games as they chase a first league title in a decade. Played every minute as Uruguay conceded only twice in four matches at the Copa América before Peru <a href=""https://www.theguardian.com/football/2019/jun/29/copa-america-luis-suarez-misses-shootout-penalty-as-uruguay-exit-to-peru"">dumped his side out on penalties in the quarter-finals</a>.","Stuart Goodwin","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"86","","New entry","Kai Havertz","Midfielder","CENTRE","Bayer Leverkusen","Germany","20","Germany","German, Bundesliga, Midfielders","","","https://media.guim.co.uk/274db8fc44109dc689512bb3264b8556eb239a75/714_331_947_947","cropRatio=947,947&size=140,500,947","https://media.guim.co.uk/6c4ad75251731b0923b4400a36dd1ba34d1bee00/0_100_3500_2100","cropRatio=3500,2100&size=140,500,1000,2000,3500","","The 20-year-old appears on our list for the first time, but surely not the last. He keeps progressing and, remarkably, has already played 99 Bundesliga games at the time of writing. “I don’t like to talk about individuals,” said the Leverkusen manager Peter Bosz in April, “but he is a very special player.” Bosz added that he has plenty to learn still but they are “helping him every step of the way”. The attacking midfielder, who finished third in the Golden Boy vote in 2019 behind João Felix and Jadon Sancho, is set to leave in the summer, with Bayern the most likely destination.","Marcus Christenson","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"87","","New entry","Tammy Abraham","Forward","CENTRE","Chelsea","England","22","England","English, Premier League, Forwards","","","https://media.guim.co.uk/98c3f56a4047eca46361b8a2701e09ed65e4821a/974_122_1093_1093","cropRatio=1093,1093&size=140,500,1000,1093","https://media.guim.co.uk/dcefb5b6ce5dafb0fac3c52f2c9cbf74ad2ee008/166_464_4583_2749","cropRatio=4583,2749&size=140,500,1000,2000,4583","","Even the striker would have to admit that the idea of him making it on to this list was fanciful a year ago. However Abraham flourished on loan at Aston Villa last season, scoring 26 goals as they won promotion to the Premier League, and opportunities opened up when he returned to Chelsea in the summer. Chelsea were under a transfer embargo and Abraham has stepped up. The 22-year-old rewarded Frank Lampard’s faith in him by scoring 12 goals in all competitions by early December and making himself a mandatory pick in Chelsea’s attack. He scored <a href=""https://www.theguardian.com/football/2019/nov/14/england-montenegro-euro-2020-qualifer-match-report"">his first goal for England against Montenegro in November</a>.","Jacob Steinberg","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"88","40","-48","Hugo Lloris","Goalkeeper","CENTRE","Tottenham Hotspur","England","32","France","French, Premier League, Goalkeepers","","","https://media.guim.co.uk/bbc80ea9d019e3a7e3262f6c69eda0ffb9341dbe/1806_241_942_942","cropRatio=942,942&size=140,500,942","https://media.guim.co.uk/0201206495c696edaa1132a8be7b43f6ad03ca22/470_221_2166_1300","cropRatio=2166,1300&size=140,500,1000,2000,2166","","The goalkeeper has fallen 48 places and that is no surprise, partly because 2018’s placing was heavily based on his contribution to France’s World Cup success and partly because in 2019 he has looked shaky and uncertain on more than one occasion. There have been two errors leading directly to goals for Tottenham already this season and more may have followed were it not for the <a href=""https://www.theguardian.com/football/2019/oct/07/tottenham-hugo-lloris-ruled-out-new-year-dislocated-elbow"">serious elbow injury</a> the Frenchman sustained in the 3-0 defeat at Brighton in October. Lloris remains a talented keeper but he is not the player he once was.","Sachin Nakrani","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"89","45","-44","Dele Alli","Midfielder","CENTRE","Tottenham Hotspur","England","23","England","English, Premier League, Midfielders","","","https://media.guim.co.uk/c1558e6ee25d8fbb168fc20ef359e9b099e58c51/905_238_695_695","cropRatio=695,695&size=140,500,695","https://media.guim.co.uk/a05dec43ce91b49d6de68f9f82c543664329785f/518_477_4027_2418","cropRatio=4027,2418&size=140,500,1000,2000,4027","","The 2019-20 season started disappointingly for Alli, who played for just 30 minutes in Spurs’ first eight league games and was not in the squads for any of England’s past six matches. However, his goalscoring form suddenly returned following the arrival of José Mourinho at Tottenham. In October Gareth Southgate said that “the last 12 months in particular has been frustrating for him”, partly because of “a string of hamstring injuries”, yet at 23 he remains young and at his best – as demonstrated with the goal he scored in defeat at Old Trafford in December – he is a midfielder who combines technical ability with instinctive goalscoring.","Simon Burnton","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"90","","New entry","Achraf Hakimi","Defender","RIGHT","Borussia Dortmund","Germany","21","Morocco","Other nationalities, Bundesliga, Defenders","","","https://media.guim.co.uk/10d2bd8a2c193551bb8340f4068ce332d1df8448/1021_10_811_811","cropRatio=811,811&size=140,500,811","https://media.guim.co.uk/a9a202237f12b90cabf6eab8528a11ca0c3999db/0_199_4153_2492","cropRatio=4153,2492&size=140,500,1000,2000,4153","","“I'm now a different Achraf,” Hakimi said in an interview with AS in October, reflecting on his time at Borussia Dortmund, where he is spending two seasons on loan from Real Madrid. And he is right. The Moroccan, who arrived from Spain with a mere 17 first-team games under his belt in the summer of 2018, has developed into one of the most consistent and attack-minded full-backs in Europe during his time at Dortmund. He has scored twice against both Internazionale and Slavia Prague in the Champions League this season and can play at left- or right-back or left or right midfield. Dortmund want to sign him permanently but Hakimi is set on only one thing: being a success at Real.","Marcus Christenson","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"91","57","-34","Leroy Sané","Forward","LEFT","Manchester City","England","23","Germany","German, Premier League, Forwards","","","https://media.guim.co.uk/30a8778154878f9d969a7b13b3fdb8aa38b01c05/1108_18_1494_1494","cropRatio=1494,1494&size=140,500,1000,1494","https://media.guim.co.uk/32e8599599dd6f6dbc8630e54ffd35eac85f87fe/0_126_3554_2133","cropRatio=3554,2133&size=140,500,1000,2000,3554","","Sané clings on to a spot in the list despite not playing since injuring his anterior cruciate ligament in the opening minutes of the season-opening Community Shield in August, and starting nine of Manchester City’s last 14 league games of last season on the bench. In fact he has not started three consecutive games for his club since January, making 2019 by some margin the most disappointing year of his short career. Early prognosis following his injury was that he might miss the entire season, but the outlook has since improved: Sané turns 24 on 11 January, and hopes to be back on the pitch by the end of February.","Simon Burnton","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"92","","New entry","Everton","Forward","LEFT","Grêmio","Brazil","23","Brazil","Brazilian, Other leagues, Forwards","","","https://media.guim.co.uk/e5bd0c61297ef027d1226fa33ff746fcbca1ecaa/538_179_608_608","cropRatio=608,608&size=140,500,608","https://media.guim.co.uk/a77c73587e80c0db072fb292c5bce97e1b73d955/632_0_3137_1882","cropRatio=3137,1882&size=140,500,1000,2000,3137","","At the age of 23, two years after he helped Grêmio to the Copa Libertadores and now a full international – he scored three goals at the Copa América, including the first in the 3-1 win over Peru in the final – Everton remains in Brazil. He is now “ready to play in Europe”, according to Filipe Luis, and will surely make his move in 2020, which will be pivotal in his career – several top-flight teams from across the continent, inevitably including Everton themselves, are said to be interested.","Simon Burnton","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
