"sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Position.modifier","sheets.players.Club.on.20.Dec.2020","sheets.players.League","sheets.players.Age.on.20.Dec.2020","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Desked.by","sheets.players.To.be.subbed.by","sheets.players.Subbed","sheets.players.Revised","sheets.furniture.headline","sheets.furniture.standfirst","sheets.furniture.pagestrap","sheets.furniture.shareurl"
"53","","New","Lucas Ocampos","Winger","RIGHT","Sevilla","Spain","26","Argentina","Argentinian, La Liga, Wingers","","","https://media.guim.co.uk/952a85a85e424a2a17dfc7299b060aa1c9d841f1/864_0_1104_1104","cropRatio=1104,1104&size=140,500,1000,1104","https://media.guim.co.uk/f41eef551458f4626c45ace26717087c02d82afa/0_115_4282_2570","cropRatio=4282,2570&size=140,500,1000,2000,4282","","Against Eibar last season, Ocampos scored the only goal of the game and, called upon as an emergency goalkeeper, also saved a 101st-minute shot from his opposite number, Marko Dmitrovic, who had gone up for a corner. A new entry, there’s something enjoyably unorthodox about Ocampos: aggressive, direct, relentless, almost childish in his enthusiasm, carrying attacks and bombing all over the place. Sevilla’s top scorer coming in off the wing, his La Liga tally of 14 more than double that of any of his teammates, he led them to a Champions League place and to <a href=""https://www.theguardian.com/football/2020/aug/21/internazionale-sevilla-europa-league-final-match-report"">Europa League success</a>.  ","Sid Lowe","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"54","68","14","Thiago Silva","Defender","CENTRE","Chelsea","England","36","Brazil","Brazilian, Premier League, Defenders","","","https://media.guim.co.uk/de2443708c1bca7b0d063814bf92da2bd2fd6f16/1058_95_1705_1705","cropRatio=1705,1705&size=140,500,1000,1705","https://media.guim.co.uk/719a552eb634fc877d13be018f3076599b97aadf/0_242_7271_4362","cropRatio=7271,4362&size=140,500,1000,2000,7271","","A mainstay on the list since its inception in 2012, the Brazilian veteran shows no sign of slowing down despite his age. The 36-year-old provided outstanding leadership as <a href=""https://www.theguardian.com/football/2020/aug/23/bayern-munich-paris-saint-germain-psg-champions-league-final-match-report"">PSG reached the Champions League final</a> last season, rarely putting a foot wrong in central defence. He had an excellent game against Bayern Munich in the final and has impressed since <a href=""https://www.theguardian.com/football/2020/aug/27/chelsea-sign-thiago-silva-on-free-transfer"">joining Chelsea on a free transfer</a>, using his experience to improve his new team’s defensive record. Fears that his lack of pace would be exposed in England have proved misplaced. He has oozed class in a Chelsea shirt.","Jacob Steinberg","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"55","22","-33","N'Golo Kanté","Midfielder","CENTRE","Chelsea","England","29","France","French, Premier League, Midfielders","","","https://media.guim.co.uk/d37986a36249ca7d71ec8bbfceb5dbdb2f86cb25/439_273_2028_2028","cropRatio=2028,2028&size=140,500,1000,2000,2028","https://media.guim.co.uk/c5ad7aa56eabe8d4dc9cafcc6c56ae5c9e01a02d/0_141_4230_2538","cropRatio=4230,2538&size=140,500,1000,2000,4230","","It has not been easy for Kanté since he defied a knee injury to help <a href=""https://www.theguardian.com/football/2019/may/29/chelsea-arsenal-europa-league-final-match-report-eden-hazard"">Chelsea beat Arsenal</a> in the Europa League final in 2019. Short-term gain caused problems down the line. Playing through the pain barrier was commendable but the midfielder has struggled for fitness since that game, explaining his fall down the rankings. Injury problems restricted Kanté to 28 appearances last season and he was off the pace when he did play, raising concerns that the 29-year-old’s powers were waning. This season, though, he has been closer to his best: fitter, sharper and as energetic as ever. It is clear why Frank Lampard still values him so highly.","Jacob Steinberg","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"56","61","5","Casemiro","Midfielder","CENTRE","Real Madrid","Spain","28","Brazil","Brazilian, La Liga, Midfielders","","","https://media.guim.co.uk/e2ec2682a44a832736738d588b6279775781153a/469_0_1869_1869","cropRatio=1869,1869&size=140,500,1000,1869","https://media.guim.co.uk/3852ad7e129f799ac47eaffa75154964de809f02/0_84_3500_2100","cropRatio=3500,2100&size=140,500,1000,2000,3500","","“It’s not the legs, it’s the mind that’s in charge,"" Casemiro <a href=""https://www.theguardian.com/football/2020/aug/05/casemiro-zidane-real-madrid-defensive-midfielder-manchester-city"">said recently</a>. ""I always thought the key was thinking: being better positioned, seeing the move before it happens. I love to learn. I watch back, see the errors, evaluate. I love that. I always try to read the game, the other team’s mind. I have Wyscout and watch everything. It’s my work. And I love it. My life is football. I think permanently about football.” It shows. Arguably the world’s best defensive midfielder and probably the most important player in <a href=""https://www.theguardian.com/football/2020/jul/16/real-madrid-win-la-liga-title-as-benzema-double-defeats-villarreal"">Madrid’s title-winning team</a> last season.","Sid Lowe","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"57","64","7","Duván Zapata","Forward","CENTRE","Atalanta","Italy","29","Colombia","Other nationalities, Serie A, Forwards","","","https://media.guim.co.uk/510c131a10c0b01491022766d1a3b82dc0292718/1115_0_1170_1170","cropRatio=1170,1170&size=140,500,1000,1170","https://media.guim.co.uk/7a0e922750f22808746487b2428694e9db787ab8/0_159_3570_2142","cropRatio=3570,2142&size=140,500,1000,2000,3570","","Atalanta’s captain, Papu Gómez, described Zapata as a “train” this April, confessing that sometimes he was afraid to even get close to the striker on the training ground for fear of getting crushed. In matches, though, he was happy enough to watch the Colombian roll over opposing defences, scoring time after time through the summer to keep Atalanta on track for a second consecutive third-place finish. The Bergamo club upgraded his loan from Sampdoria into a permanent deal in January, paying a club record €25m fee. ","Nicky Bandini","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"58","26","-32","Luis Suárez","Forward","CENTRE","Atlético Madrid","Spain","33","Uruguay","Other nationalities, La Liga, Forwards","","","https://media.guim.co.uk/d3ac467047cfafe722eb76d6450a95752e0c58df/296_0_1214_1214","cropRatio=1214,1214&size=140,500,1000,1214","https://media.guim.co.uk/0d2121ce7b3a463d708b14ff0113def05cd74793/0_329_5472_3283","cropRatio=5472,3283&size=140,500,1000,2000,5472","","Down 32 places, but on the way back up again? Forced out at Barcelona, where he had become the third-top scorer in their history, some thought that Suárez’s time was up and his knees were gone. Diego Simeone, though, was not among them. The Atlético manager, long an admirer, pushed to bring him to Madrid, provoking Barcelona to momentarily back out at the last minute, terrified that he might actually turn out to be quite good still. Which he did. He <a href=""https://www.theguardian.com/football/blog/2020/sep/28/hurricane-luis-suarez-unleashed-in-spectacular-atletico-madrid-arrival-la-liga-sid-lowe"">scored twice on his debut</a> for a side that are currently leaving his old side lagging behind in La Liga.  ","Sid Lowe","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"59","","New","Jack Grealish","Midfielder","CENTRE","Aston Villa","England","25","England","English, Premier League, Midfielders","","","https://media.guim.co.uk/581330e2364991ab9bbd9f53df703e6e5acbb684/440_252_1161_1162","cropRatio=1161,1162&size=500,1000,1161","https://media.guim.co.uk/eb19f20d925e3f245f79933954f4972cb037226e/0_204_4316_2587","cropRatio=4316,2587&size=140,500,1000,2000,4316","","Aston Villa fans had craved wider acknowledgement that their hero is one of the best players around. This year Grealish demonstrated it in style, inspiring Villa to Premier League survival, then helping them push on this season and, after being <a href=""https://www.theguardian.com/football/2020/sep/08/denmark-england-nations-league-match-report"">given a chance by Gareth Southgate in September</a>, lighting up the international stage by <a href=""https://www.theguardian.com/football/2020/nov/12/jack-grealish-pulls-england-strings-republic-of-ireland-friendly"">adding an exciting, unpredictable new dimension to England</a>. Flash? Whatever. He demands attention in the best possible way, by drawing opponents to him and then dancing through them, swatting them aside, eliminating them with a cute pass to a freed teammate or just forcing them to kick him to the ground. This year marks his first appearance in the top 100 and any remaining critics can be bumped aside in the manner of Héctor Bellerín during <a href=""https://www.theguardian.com/football/2020/nov/08/arsenal-aston-villa-premier-league-match-report"">Villa’s 3-0 win at the Emirates</a> in November.","Paul Doyle","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"60","29","-31","Hakim Ziyech","Winger","RIGHT","Chelsea","England","27","Morocco","Other nationalities, Premier League, Wingers","","","https://media.guim.co.uk/b8cb2f8182a9a08686aedae6a0342dab867e1bd5/435_137_1782_1781","cropRatio=1782,1781&size=140,500,1000,1782","https://media.guim.co.uk/824213b24419ed36c1c2c50ceb28b1437df70785/0_118_2965_1778","cropRatio=2965,1778&size=140,500,1000,2000,2965","","The Moroccan’s slide in the rankings is easy to explain: he has simply not played much football this year. The pandemic meant he played his last game for Ajax on 7 March and although he officially became a Chelsea player on 1 July, he was not eligible to feature for his new side at the end of last season. Ziyech had to be content with training with his new teammates and his hopes of making a fast start in England suffered a setback when he injured a knee in pre-season, meaning he could not make his Chelsea debut until October. Since then, though, <a href=""https://www.theguardian.com/football/2020/oct/28/hakim-ziyech-stars-in-chelseas-crushing-victory-over-krasnodar"">he has been superb</a>.","Jacob Steinberg","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"61","","New","Josip Ilicic","Forward","CENTRE","Atalanta","Italy","32","Slovenia","Other nationalities, Serie A, Forwards","","","https://media.guim.co.uk/db19b662d8d18fd14bf7853ac00a18a6f2401892/1222_136_1274_1275","cropRatio=1274,1275&size=500,1000,1274","https://media.guim.co.uk/c188c53c9f3a71e8efc6acc41d4e2a3b286f06cc/0_76_3000_1801","cropRatio=3000,1801&size=140,500,1000,2000,3000","","This has been a rollercoaster year for Ilicic, who began 2020 in extraordinary form – an early-January brace against Parma was followed later that month with a hat-trick (featuring <a href=""https://www.theguardian.com/football/2020/aug/07/its-the-bandinis-2020-the-complete-review-of-serie-as-2019-20-season"">a goal from the halfway line</a>) against Torino and then a <a href=""https://www.theguardian.com/football/2020/mar/10/valencia-atalanta-champions-league-last-16-second-leg-match-report"">four-goal obliteration of Valencia</a> in the Champions League in March. He did not score another goal for eight months thereafter, his purple patch interrupted first by the pandemic and then personal issues that led him to take some time away from football. He returned to Atalanta in October, and got back on the scoresheet in <a href=""https://www.theguardian.com/football/2020/nov/25/liverpool-atalanta-champions-league-match-report"">the victory over Liverpool</a> at Anfield. ","Nicky Bandini","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"62","30","-32","Kalidou Koulibaly","Defender","CENTRE","Napoli","Italy","29","Senegal","Other nationalities, Serie A, Defenders","","","https://media.guim.co.uk/3fe59edda9791c7de359e696261fd3e36cc28aee/1136_20_888_889","cropRatio=888,889&size=500,888","https://media.guim.co.uk/550e884581e637d9bd6b30f0da1f6e19fae78bb3/0_124_3000_1801","cropRatio=3000,1801&size=140,500,1000,2000,3000","","This was supposed to be the year when Napoli finally cashed in on Koulibaly, their highest-paid player, but a combination of dipping performances and a global pandemic subdued the market for the centre-back with a reported €150m release clause written into his contract. Perhaps it will turn out for the best. Like many others, Koulibaly has seen his form gradually rebound under Gennaro Gattuso and he shut out Cristiano Ronaldo as Napoli <a href=""https://www.theguardian.com/football/2020/jun/17/napoli-hold-nerve-to-sink-juventus-in-shootout-after-goalless-coppa-italia-final"">won the Coppa Italia</a> in June. That was his first piece of silverware since the Supercoppa he won in his debut season at the club.","Nicky Bandini","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"63","","New","Diogo Jota","Winger","LEFT","Liverpool","England","24","Portugal","Other nationalities, Premier League, Wingers","","","https://media.guim.co.uk/c73a1d68b118ab2848150e570031f45c7d21b3e4/1171_70_1514_1514","cropRatio=1514,1514&size=140,500,1000,1514","https://media.guim.co.uk/2f950f022f08918758ddd3a916581207d963ba88/0_98_4255_2552","cropRatio=4255,2552&size=140,500,1000,2000,4255","","The versatile forward enters the list for the first time. After showing supreme bursts of the dribbling, deft first touch and imagination that marked him as one of Wolves’ most dangerous players during their rise to Europe, he was <a href=""https://www.theguardian.com/football/2020/sep/18/liverpool-sign-thiago-alcantara-from-bayern-munich-jurgen-klopp"">acquired by Liverpool for £41m</a> and immediately soared. In just his fifth start, Jota dismantled Atalanta in Bergamo <a href=""https://www.theguardian.com/football/2020/nov/03/atalanta-liverpool-champions-league-group-d-match-report"">with a hat-trick</a> and he scored nine goals in his first 14 appearances for Liverpool before injury struck against Midtjylland. Having arrived in a squad featuring a celebrated attacking trio of Roberto Firmino, Mohamed Salah and Sadio Mané, so far Jota has comported himself like their equal. ","Tumaini Carayol","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"64","76","12","Memphis Depay","Winger","LEFT","Lyon","France","26","Netherlands","Other nationalities, Ligue 1, Wingers","","","https://media.guim.co.uk/157ddc957091863129da83c7950f26e86a5d3eb3/351_113_1760_1759","cropRatio=1760,1759&size=140,500,1000,1760","https://media.guim.co.uk/a7c55831980a5ceb85d56e1acf4c8bce1e12b122/0_217_4000_2400","cropRatio=4000,2400&size=140,500,1000,2000,4000","","The Dutchman has moved up in the list despite being out of action for the first half of the year because of torn knee ligaments. Lockdown and the early termination of Ligue 1 meant he did not miss as many matches as he would otherwise have done. His goals and leadership ensured Lyon reached the Champions League knockout stages and he regained fitness in time to help them advance, scoring a crucial penalty in helping to <a href=""https://www.theguardian.com/football/2020/aug/07/juventus-lyon-champions-league-match-report"">oust Juventus in the last 16</a>. When Ligue 1 returned in August, he showed his determination to pick up where he left off by scoring a hat-trick on the opening day against Dijon.","Paul Doyle","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"65","13","-52","Sergio Agüero","Forward","CENTRE","Manchester City","England","32","Argentina","Argentinian, Premier League, Forwards","","","https://media.guim.co.uk/09f67fd55b8998e94ccdff888d80ac007f8ccefc/1680_112_1100_1101","cropRatio=1100,1101&size=500,1000,1100","https://media.guim.co.uk/e0d4a38ca0ae4ee6323719d141db53521f107662/0_174_4582_2749","cropRatio=4582,2749&size=140,500,1000,2000,4582","","An ever-present in these lists since their inception eight years ago, but a drop of 52 places is an indication 2020 was not one of his vintage years. After managing to win over an initially sceptical Pep Guardiola and keep his place ahead of a Gabriel Jesus who looks callow by comparison, Agüero is still the most reliable finisher at the club and has long been regarded as one of the most consistent performers in Premier League history. He missed a lot of games <a href=""https://www.theguardian.com/football/2020/dec/08/sergio-aguero-face-fitness-test-for-manchester-citys-marseille-trip"">through injury this year</a>, however, and even if he makes a full recovery it is debatable how long he can continue to spearhead the Manchester City attack when he will be 33 in 2021.  ","Paul Wilson","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"66","","New","Federico Valverde","Midfielder","CENTRE","Real Madrid","Spain","22","Uruguay","Other nationalities, La Liga, Midfielders","","","https://media.guim.co.uk/125094ebcdd2042752d9c4bcb221abfb972be1f1/1244_312_1075_1075","cropRatio=1075,1075&size=140,500,1000,1075","https://media.guim.co.uk/4a5f0e8eece1a3cee30d67221e846dead2655188/0_72_5854_3511","cropRatio=5854,3511&size=140,500,1000,2000,5854","","Five years is a long time in football. In 2015, Valverde was named among 50 of world football’s best young talents in <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/07/next-generation-2015-50-of-the-best-young-talents-in-world-football"">the Guardian’s Next Generation list</a>. Now he steps up to the main ranking after a year that has seen him become an essential cog in Zinedine Zidane’s midfield three. Valverde has developed into an excellent all-round midfielder who can move possession on slickly, press hard and break the lines with bursts of speed. He is adding goals to his game and one of them, in October, opened the scoring in <a href=""https://www.theguardian.com/football/2020/oct/24/barcelona-real-madrid-la-liga-match-report"">Real’s clásico win at the Camp Nou</a>. Nicknamed “The little bird”, Valverde adds a classic Uruguayan toughness alongside energy and dynamism that have long been an issue for Real’s ageing engine room.","Nick Ames","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"67","102","Re-entry","Keylor Navas","Goalkeeper","CENTRE","Paris St-Germain","France","34","Costa Rica","Other nationalities, Ligue 1, Goalkeepers","","","https://media.guim.co.uk/fb54a5f67170d31d728eb77eb045e84937ede980/1640_207_2304_2305","cropRatio=2304,2305&size=500,1000,2000,2304","https://media.guim.co.uk/2c84680d26d8b41cbf230a3f79f159ed12503da5/294_463_2159_1296","cropRatio=2159,1296&size=140,500,1000,2000,2159","","The Costa Rican has proved to be a bargain recruit for PSG, who picked him up for around £11m from Real Madrid. After excelling against his former club in the group stages of the Champions League he continued to deliver commanding performances for the French club, radiating a solidity that inspired a team sometimes prone to brittleness. “Keylor is very good and strong and gives us confidence,” said his manager Thomas Tuchel. “With him we are calmer.” The way he has responded to being let go by Real has led to him returning to our top 100.","Paul Doyle","SG","JA","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
