"sheets.Sheet1.Rank","sheets.Sheet1.Last.year","sheets.Sheet1.Up.or.down","sheets.Sheet1.Name","sheets.Sheet1.Position","sheets.Sheet1.Club.on.20.Dec.2015","sheets.Sheet1.League","sheets.Sheet1.Age.on.20.Dec.2015","sheets.Sheet1.Nationality","sheets.Sheet1.Birthplace","sheets.Sheet1.Filters","sheets.Sheet1.Image.found","sheets.Sheet1.Video.Path","sheets.Sheet1.Main.image.URL.500x500px","sheets.Sheet1.Main.Image.URL.landscape.900.x.506px","sheets.Sheet1.Facewall.cell.image.GRID.src","sheets.Sheet1.Facewall.cell.image.GRID.attributes","sheets.Sheet1.Facewall.main.image.GRID.src","sheets.Sheet1.Facewall.main.image.GRID.attributes","sheets.Sheet1.","sheets.Sheet1.Profile","sheets.Sheet1.Writer","sheets.Sheet1.Words","sheets.Sheet1.Copy.in","sheets.Sheet1.Desked.","sheets.Sheet1.Subbed","sheets.Sheet1.Revised"
"50","40","-10","Marco Reus","Midfielder","Borussia Dortmund","Germany","26","Germany","Dortmund","German, Bundesliga, Midfielders","","","","","https://media.guim.co.uk/f0cb7f8d76409bcccc79c82ee36819e4d044d295/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/149139d8b3204830f5e72c01b15f93c396b7ccff/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Dortmund never doubted that Marco Reus, their thrilling winger, would regain his best form following the injuries that hampered him last year. That is why in February they offered him a new contract, and he agreed to stay <a href=""http://www.theguardian.com/football/blog/2011/oct/31/marco-reus-borussia-monchengladbach-bundesliga"">at the club that reared him</a> despite interest from practically all of Europe's elite. Sure enough, he has been brilliant since then, continuing to shred defences with rapid runs, skill and regular goals. He scored in Dortmund's opening Bundesliga match – a 4-0 destruction of Mönchengladbach – and then struck a hat-trick against Odd to secure qualification for the Europa League group stages. He has remained a regular threat throughout this season, one of his goals setting up the win at Wolfsburg that confirmed Dortmund as Bayern Munich's closest chasers in Germany.","Paul Doyle","100","SMc√","NO","TB√","NAm√"
"51","12","-39","Diego Costa","Forward","Chelsea","England","27","Spain","Lagarto, Brazil","Spanish, Premier League, Forwards","","","","","https://media.guim.co.uk/b6ce5bdb4dbb3467c5bf0e3211d983088c2c32be/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/22158c9768b5f14a174cdd6d57b699f98e60580b/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","A player who was Chelsea's greatest asset last season has arguably become their biggest problem this time around, hence his nosedive down the table. Diego Costa was an inspiration over the first half of last term, a regular scorer and disrupter of opposing defences, but has been blunt since January. Retrospective punishments for on-field issues have not helped, and have unsettled his aggressive gameplan, but he has started to slip into Fernando Torres' bad habits, drifting into the channels to give the impression of industry and endeavour while avoiding the box, where Chelsea need him most, for fear of missing chances.","Dominic Fifield","100","SMc√","NO","NAm√","TB√"
"52","","New entry","Willian","Forward","Chelsea","England","27","Brazil","Ribeirão Pires, Sao Paulo","Brazilian, Premier League, Forwards","","","","","https://media.guim.co.uk/5418ac2482dab5d341386a84c5726af38d23964d/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/ade8ad9316b283a26a39ada6f962c46dd0f6157c/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Arguably the only player to enhance his reputation at Chelsea this season, Willian is a new entry this year having flourished at Stamford Bridge while almost all his team-mates have floundered. There is always one previously unheralded, or even unnoticed, player who tends to raise his game while others struggle and Willian has provided the goals – largely from expertly dispatched set-pieces – energy and industry so lacking elsewhere in the champions' lineup. The Brazilian's form might normally be considered revelatory had he not cost £32m <a href=""http://www.theguardian.com/football/2013/aug/28/willian-signs-chelsea-five-year-deal"">when snatched from Tottenham Hotspur's grasp</a> back in 2013.","Dominic Fifield","100","SMc√","NO","TB√","NAm√"
"53","62","9","Blaise Matuidi","Midfielder","PSG","France","28","France","Toulouse","Other nationalities, Other leagues, Midfielders","","","","","https://media.guim.co.uk/83c43ccfc6feef1320a80423f175127a819e0dba/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/e80e7bd863635bb89b4579d165727c06598e553f/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","The high-power engine in the midfield of a Paris Saint-Germain side that did the domestic double and reached the quarter-finals of the Champions League, deservedly dumping out Chelsea on the way. In addition to his exceptional anticipation and ball-winning skills, Blaise Matuidi is a regular contributor to attacks, thanks both to his passing prowess and his knack for well-timed runs into the box. He also has the ability to score from distance, a spectacular volleyed goal from 20 yards against Serbia in September underlining his increasing importance to his country. Didier Deschamps confirmed that by making him France's captain for the match against Denmark the following month.","Paul Doyle","100","SMc√","NO","NAm√","TB√"
"54","47","-7","Edinson Cavani","Forward","PSG","France","28","Uruguay","Salto","Other nationalities, Other leagues, Forwards","","","","","https://media.guim.co.uk/50e0eaa3815a2f0ae0771f5f6b483bf218721377/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/6e6f9c59b981b9213a9b353def5212fd8f18d579/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","His touch might be a bit heavy at times and he still regularly misses chances but 2015 has been another high-scoring year for Edinson Cavani, despite playing on the left hand side for PSG and despite being in the shadow of Zlatan Ibrahimovic. He managed to go on several scoring sprees: 12 goals in eight games in all competitions between April and May, plus six in four in September. At 28, he not only brings goals but also works very hard for the team, especially defensively.","Julien Laurens","100","SMc√","SMc√","TB√","NAm√"
"55","58","3","Miralem Pjanic","Midfielder","Roma","Italy","25","Bosnia-Herzegovina","Tuzla","Other nationalities, Serie A, Midfielders","","","","","https://media.guim.co.uk/dc5995b7e03127e5fdd917c66af4c7de04ea9026/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/e89e46230f10a3c920d2bbc989264d55d931227c/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Having learned his trade under the <a href=""http://www.theguardian.com/football/blog/2014/oct/31/golden-goal-juninho-pernambucano-lyon-bayern-munich"" >legendary dead-ball specialist Juninho Pernambucano</a> at Lyon, Miralem Pjanic has a claim to be the best free-kick taker in the world, scoring five set-pieces for Roma this season alone. It is in open play, however, that the 25-year-old has developed into one of Serie A's best midfielders – his quick feet and quicker thinking in tight spaces is often spellbinding. For all his talent, Pjanic has yet to win any major honours: Roma finished second in Serie A last season. Perhaps the arrival of his compatriot Edin Dzeko at the club will help them go one better.","Michael Butler","100","SMc√","SMc√","NAm√","TB√"
"56","","New entry","Raphaël Varane","Defender","Real Madrid","Spain","22","France","Lille","Other nationalities, La Liga, Defenders","","","","","https://media.guim.co.uk/8e4778d8ac2a669b0f7d70f8c4d9772b4d97f1a4/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/27616b8f28989176e76b5c4997523797458e3419/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Real Madrid's Raphaël Varane started 2015 with probably the best tackle of the year. With Atlético's Antoine Griezmann clean through, Varane used his searing pace to gain five yards on his fleet-footed compatriot, before executing an inch-perfect slide inside his own penalty box. Perhaps no other centre-back would have caught Griezmann. First choice for Real and France, Varane will be at the heart of any success the Euro 2016 hosts have next summer. Still just 22, he already reads the game like an old hand and has time on his side to become <a href=""http://www.theguardian.com/football/blog/2013/mar/04/raphael-varane-real-madrid"">the world's best defender</a>.","Michael Butler","100","SMc√","SMc√","TB√","NAm√"
"57","37","-20","Vincent Kompany","Defender","Manchester City","England","29","Belgium","Uccle","Other nationalities, Premier League, Defenders","","","","","https://media.guim.co.uk/10d5b9884fc87a82e399ec7214ffc6c5d9e534bb/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/55b269612c2da53c522d22d8cf0b2b18cf6724e6/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Vincent Kompany’s form for Manchester City often left much to be desired last season and it is not a surprise to see him drop so far down the list. He made costly mistakes at the back and he was even dropped after the defeat to Liverpool in March. However, City still find it difficult to play without their captain and leader. Kompany has improved this season and it is worth noting that, by mid December, City had only conceded three goals when he had been on the pitch, compared to 20 when he had been missing. City will continue to suffer setbacks if Kompany’s fitness problems do not go away.","Jacob Steinberg","100","SMc√","SMc√","NAm√","TB√"
"58","81","23","Dani Alves","Defender","Barcelona","Spain","32","Brazil","Juazeiro","Brazilian, La Liga, Defenders","","","","","https://media.guim.co.uk/f007217510ca4386006ec1845f7148fa5928577f/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/d2e8038475f55110f5bda12c7927565ce81ff87d/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","It looked possible that Dani Alves would leave Barcelona in the summer. What a mistake that would have been, particularly in the midst of Barça's transfer embargo. Now with a new contract and playing with a smile on his face again, Alves remains every bit as important for Barcelona's width going forward – no other player has provided more assists for Lionel Messi in the last five years – and he finally seems to have learned some positional play in defence, reflected in his rise of 23 places from last year. New signing Aleix Vidal will provide competition from January, so Alves can't afford to let up.","Michael Butler","100","SMc√","SMc√","TB√","NAm√"
"59","","New entry","Hulk","Forward","Zenit St Petersburg","Russia","29","Brazil","Campina Grande","Brazilian, Other leagues, Forwards","","","","","https://media.guim.co.uk/a06752e8dadd28e042430bbebadd619fee2e85f1/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/ae94a8cee6bbc9a077c71220430b98fb34dc9f91/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Two months after signing a contract extension with Zenit St Petersburg, Hulk netted a superb free-kick to clinch the Russian title for his team and confirm his status as the league's top scorer. He has continued his strong form this season, including in the Champions League, where he was previously accused of shrinking when it really mattered. Two magnificent strikes in the 3-2 win at Valencia silenced that criticism and he followed that up with a fine performance and another goal in the win over Lyon as Zenit cruised through the group stage.","Paul Doyle","100","SMc√","NO","NAm√","TB√"
"60","43","-17","Wayne Rooney","Forward","Manchester United","England","30","England","Croxteth","English, Premier League, Forwards","","","","","https://media.guim.co.uk/aa56db1ec8fba63dcc2d4d1a0a7cb8c1ec6f455e/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/1e6fd8bea31d685e635188e7981cc19ef156badb/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Let’s begin with the positives. Wayne Rooney finally broke Sir Bobby Charlton’s <a href=""http://www.theguardian.com/football/blog/2015/sep/08/wayne-rooney-england-switzerland-euro-2016"">England goalscoring record</a> in September, an achievement that merits genuine acclaim. What else? He scored a hat-trick against Club Brugge. He slapped a wrestler in the face. Yet the negatives are impossible to ignore. <a href=""http://www.theguardian.com/football/2015/oct/22/wayne-rooney-at-30-manchester-united-premier-league"">Rooney turned 30</a> in October and his decline has left him open to accusations that he is over the hill. While he is not the only Manchester United striker who has struggled under Louis van Gaal, stylistic concerns cannot mask Rooney’s stodgy performances and his poor touch. He has fallen 17 places in this list and he is a shadow of his former self.","Jacob Steinberg","100","SMc√","SMc√","TB√","NAm√"
"61","","New entry","Alexandre Lacazette","Forward","Lyon","France","24","France","Lyon","Other nationalities, Other leagues, Forwards","","","","","https://media.guim.co.uk/01d7efa1e5a1701b3a8e58a21bc31a6a04a8b4f0/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/4bae645b03bde84d932b764a94ff6847e7bba73b/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","The year started like a dream for Alexandre Lacazette. At 24, the Lyon and France striker went through the best period of his young career. Everything he tried would end up in the net. He scored 13 in his 16 games for his club between January and May, finishing the 2014-15 season as the top scorer in Ligue 1 with 27 goals in his 33 league appearances. The Top 100 newcomer's tally was way ahead of Zlatan Ibrahimovic or Edinson Cavani. The second part of 2015 has been more difficult, both for Lacazette and Lyon, but 2015 will forever remain the year he made a name for himself.","Julien Laurens","100","SMc√","SMc√","NAm√","TB√"
"62","52","-10","Raheem Sterling","Forward","Manchester City","England","21","England","Kingston, Jamaica","english, Premier League, Forwards","","","","","https://media.guim.co.uk/d0a9ba9a755397d5db8b50f556bda5971720b724/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/cbb341f730c9e171894bb8a3b062ac38758fe18d/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Raheem Sterling's career at Liverpool ended with something of a whimper, in terms of form, and a whine in terms of the reaction of the <a href=""http://www.theguardian.com/football/blog/2015/nov/20/raheem-sterling-liverpool-manchester-city-fans"">fans he left behind</a>. He has since set about showing why Manchester City were prepared to pay a fee potentially rising to £49m for his services, as his pace and creativity have enhanced his new side. He is also blessed with precocious strength and composure and a hat-trick against Bournemouth in October suggested his efforts to improve his finishing are starting to bear fruit, though there is plainly still work to be done. That lone flaw notwithstanding, <a href=""http://www.theguardian.com/football/2015/oct/02/manchester-city-raheem-sterling-tired-england-liverpool"">he is a crucial player for club and country</a>.","Paul Doyle","100","SMc√","NO","TB√","NAm√"
"63","36","-27","Cesc Fàbregas","Midfielder","Chelsea","England","28","Spain","Arenys de Mar","Spanish, Premier League, Midfielders","","","","","https://media.guim.co.uk/91399eedf3d91b9b7ea7b1744d74d43e36c47365/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/3372881dee0a7456ba9c03d205fafd9f11abfc5e/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","The Spain international endured a worryingly characteristic dip in form over the second half of last season, and has appeared lethargic and disorientated at times to date since, reflecting Chelsea's collective and ongoing issues. Cesc Fàbregas can be a conveyor belt of chances, as his tally of assists last season proved, but the World Cup winner is struggling now to influence contests consistently whether he starts as a No10 or in a deeper-lying role. The class and quality is in there somewhere, but Chelsea have not seen enough of it and that has steadily undermined his influence within the side.","Dominic Fifield","100","SMc√","NO","NAm√","TB√"
"64","61","-3","Yacine Brahimi","Midfielder","Porto","Portugal","25","Algeria","Paris, France","Other nationalities, Other leagues, Midfielders","","","","","https://media.guim.co.uk/0efccd41a5df0a6072fcc747e166b4b9bc6cd1a5/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/451bd8321cc822a5845360c5d671b502d906eb7f/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Yacine Brahimi is one of the most exciting players in European club football thanks to his trickery, ability to change direction in a flash and eagerness to attack from all angles. Only Lionel Messi and Eden Hazard completed more dribbles than him during the 2014-15 Champions League campaign and, crucially, the Algeria international has substance as well as style, as he tends to conclude his jarring runs with well-aimed passes or ferocious shots. He finished last season with a career-high 13 goals and his performances persuaded his club to revise his buy-out clause upwards to over £43m.","Paul Doyle","100","SMc√","NO","TB√","NAm√"
"65","","New entry","Carlos Bacca","Forward","Milan","Italy","29","Colombia","Puerto Colombia","Other nationalities, Serie A, Forwards","","","","","https://media.guim.co.uk/16bfc797dc16e0536523d273b1e477b93a4debe4/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/360552f7b3710ec19d3842632c5667e7e31f8d97/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","A move to Milan is not the career pinnacle it once was and Carlos Bacca has had to tough out a stodgy start to the season from Sinisa Mihajlovic’s underwhelming side. Six goals by early November showed, at least, that the Colombian striker had settled well and continued the form that brought 49 in two seasons for Sevilla. The two he scored in the Europa League final against Dnipro ensured he would have played Champions League football had he stayed. Energetic, direct and a buzzing menace to defenders, Bacca has the kind of style that raises the intensity of those around him; <a href=""http://www.theguardian.com/football/2015/jun/21/neymar-carlos-bacca-mother"">his passion overspilled during the Copa América though</a>, when he was sent off for shoving Neymar and banned for two games.","Nick Ames","100","SMc√","SMc√","TB√","NAm√"
"66","","New entry","Anthony Martial","Forward","Manchester United","England","20","France","Massy","Other nationalities, Premier League, Forwards","","","","","https://media.guim.co.uk/45ae0f76fcd394be7d96c61c9dda52770ddbf01f/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/ee3e33526744f4c9404e66df3f9d745d94f7c557/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","There was little chance of Anthony Martial arriving at Manchester United quietly – not when he had been prised from Monaco for an eyewatering initial £36m at the age of just 19. It was an astonishing fee for a player who, while he had hit form with eight goals in the last two months of 2014-15, still fell into the ‘raw potential’ bracket, but <a href=""http://www.theguardian.com/football/blog/2015/sep/22/manchester-united-anthony-martial-hype"">the deal looked far-sighted</a> when he scored thrillingly on his debut against Liverpool and followed that with two more at Southampton. Things have not come as easily since then; Martial has a heady blend of pace and power <a href=""http://www.theguardian.com/football/blog/2015/sep/09/anthony-martial-manchester-united-worlds-most-expensive-teenager"">but needs support while his game develops</a> – and he has not had a great deal of service to take advantage of at United, either.","Nick Ames","100","SMc√","SMc√","TB√","NAm√"
"67","","New entry","Keylor Navas","Goalkeeper","Real Madrid","Spain","29","Costa Rica","Pérez Zeledón","Other nationalities, La Liga, Goalkeepers","","","","","https://media.guim.co.uk/c37520edbfe65156cd7e18d80c233995eb17f310/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/a48810dd0aada400ddef46154cb753fbedb014a5/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","On transfer deadline day, Keylor Navas waited in a lounge at the airport, gazing at the plane that he thought was going to take him to Manchester United, a makeweight in the David de Gea deal. In the end, though, Real Madrid did not get the deal done. Navas returned to a club that did not want him. “Many things” went though his head, he admitted. He recalled thinking: “I don’t want to go but if I have to go it is because that’s God will ... And in the end God didn’t want me to go. He gave me the opportunity and I don’t want to waste it.” He did not waste it. He might have been sunk, but instead he was strong. His performances were so good, in fact, that while Real Madrid were disappointed not to sign De Gea, they became grateful that the Costa Rican was sticking around. What most sets Navas apart is the speed, the legwork. Then there’s his attitude: there is a quiet, straight, toughness to him, a conviction, a clarity, a competitive determination that is unwavering. His focus is such that even some team-mates find it a little intense, almost comic at times, but it is the reason he has succeeded. When he was at Levante, he made more saves than any other goalkeeper in Spain. He faces fewer shots these days but, before the <em>clásico</em>, he had saved a higher percentage than any other goalkeeper in the country: over 90%. When Real Madrid beat Celta, the Celta striker Nolito remarked: “It’s down to Keylor. He made three or four saves [so good] that I have no idea how he made them.” Watching at home, James Rodríguez described him as “incredible”. The former Real Madrid striker Emilio Butragueño called him “miraculous.”","Sid Lowe","300","SMc√","SMc√","NAm√","TB√"
"68","","New entry","Jamie Vardy","Forward","Leicester City","England","28","England","Sheffield","English, Premier League, Forwards","","","","","https://media.guim.co.uk/acaaced34fab33fd9b376698c744d3d43cfaad4a/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/08b8c2072e125c0ba78660d8dc8005ec3060b691/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Panto season is upon us and, if he were not otherwise engaged, Jamie Vardy would be the ideal person to play Cinderella. Because this spectacular new entry in the Top 100 has lived a fairytale year, completing his rise <a href=""http://www.theguardian.com/football/2015/dec/04/jamie-vardy-leicester-city-interview"">from non-league journeyman to ace Premier League marksman</a> and England international. With <a href=""http://www.theguardian.com/football/blog/2015/nov/28/leicester-jamie-vardy-makes-history-manchester-united"">a record-breaking scoring sequence</a> he has spearheaded Leicester's success and with his speed and relentlessness he has epitomised his team's most endearing qualities. His form has been such that in January his club will probably have to fend off suitors, and in the summer his country will unleash him on Europe's elite.","Paul Doyle","100","SMc√","NO","TB√","NAm√"
"69","","New entry","Mohamed Salah","Forward","Roma","Italy","23","Egypt","Basyoun","Other nationalities, Serie A, Forwards","","","","","https://media.guim.co.uk/cc69d7b0b40b0f1c9410f74d5915490bceaaa7bc/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/5eb49729a3cf117cedc03aa8449654860be6dd13/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Mohamed Salah seems exactly the kind of vibrant talent that – wait for it – Chelsea could make use of at the moment. Even if the Egyptian was not quite ready for regular Premier League football when he arrived at Stamford Bridge in January 2014, it seemed rash to loan him to Fiorentina a year later in return for the similarly ill-starred Juan Cuadrado and even more so when he scored nine times <a href=""http://www.theguardian.com/football/blog/2015/apr/06/mohamed-salah-fiorentina-sampdoria-serie-a"">in a blistering three-month spell</a> in Italy. He was then allowed to join Roma <a href=""http://www.theguardian.com/football/2015/oct/26/mohamed-salah-fiorentina-roma-serie-a"">and the pattern has been similar</a>. A 23-year-old with his speed, flair and ability to play in a number of attacking positions can only keep improving – and seems to fit the mould of player that his former employers are seeking in January. They could have saved themselves the trouble.","Nick Ames","100","SMc√","SMc√","TB√","NAm√"
"70","42","-28","Koke","Midfielder","Atlético Madrid","Spain","23","Spain","Madrid","Spanish, La Liga, Midfielders","","","","","https://media.guim.co.uk/8e7799a8445afa6b62c70356e945df2a04c4fc2b/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/d68e80ff1a031fa2870ba707efeac197debec704/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Signed by Atlético at the age of eight, Koke has grown up to become the club's heart and soul on the pitch. An indefatigable warrior, he is fundamental to Diego Simeone's team, the embodiment of its spirit as well as a tough and technically exquisite player who can excel in a variety of positions across midfield. He creates constantly, scores occasionally and never drops his commitment nor allows anyone else to. He is the thread running through all his team's moves, whether playing for Atlético or Spain.","Paul Doyle","100","SMc√","MC√","TB√","NAm√"
"71","","New entry","Giorgio Chiellini","Defender","Juventus","Italy","31","Italy","Pisa","Other nationalities, Serie A, Defenders","","","","","https://media.guim.co.uk/da55180629f2c8af1111df662ea454e75c296912/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/75e611505c22350a6612a5c0bc5554ce530e8867/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","A defender's defender. There is not an ounce of <em>libero</em> in Giorgio Chiellini and that's the way he, and so many others, like it. Street-smart and fearless, last season he formed a formidable partnership with Leonardo Bonucci to help Juve to the double. This season, when Juventus got off to a shocker, Massimiliano Allegri needed a leader, especially following the departure of so many senior players in the summer. Chiellini was just that and, since September, Juve have conceded very few goals in the league when he has been on the pitch.","Michael Butler","100","SMc√","SMc√","NAm√","Tb√"
"72","","New entry","Jordi Alba","Defender","Barcelona","Spain","26","Spain","L'Hospitalet de Llobregat","Spanish, La Liga, Defenders","","","","","https://media.guim.co.uk/5f6b22b9850c456cf4c2dc32c4ccc2196a831fc2/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/f21186a5adb48d69569b3cdfb5488a050bb1ce6e/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Opponents tasked with bothering Barcelona's left-back usually find themselves running backwards, or in circles, desperately trying to keep track of the marauding Jordi Alba. There was a memorable moment during <a href=""http://www.theguardian.com/football/2015/nov/21/real-madrid-barcelona-la-liga-match-report"">Real Madrid's 4-0 humiliation at the Bernabéu</a> in November when Luka Modric and James Rodríguez almost collided with each other as they tried to subdue the defender, who then backheeled the ball into the path of Andrés Iniesta as Barça attacked anew. Blessed with skill, cunning and phenomenal speed, he is a huge asset to Barcelona, whom he helped to the treble last season before contributing richly to Spain's qualification for Euro 2016, scoring in the important 2-0 win over Slovakia.","Paul Doyle","100","SMc√","MC√","TB√","NAm√"
"73","","New entry","Yevhen Konoplyanka","Midfielder","Sevilla","Spain","26","Ukraine","Kirovohrad","Other nationalities, La Liga, Midfielders","","","","","https://media.guim.co.uk/49d2181b3e104994a1467d9b2396b8de68f96487/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/cf08969c264b7c2e58a91afd41293e98c8f3de14/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Orthodox wingers tend to fall in and out of vogue but Yevhen Konoplyanka provides one of the best arguments for sticking with the wide man. The Ukrainian is an exhilarating prospect when in full flight, capable of outstripping defenders at will and particularly lethal when cutting inside and shooting from range. He closed an eight-year spell at Dnipro after starring in their run to <a href=""http://www.theguardian.com/football/2015/may/27/dnipro-dnipropetrovsk-sevilla-europa-league-final-match-report"">last season’s Europa League final</a>; Stoke were strongly linked but he eventually opted to join Sevilla, where he has fitted in quickly enough to be linked with Real Madrid. Konoplyanka’s continuing good form will be critical to Ukraine’s hopes for a respectable showing at Euro 2016.","Nick Ames","100","SMc√","SMc√","TB√","NAm√"
"74","25","-49","Bastian Schweinsteiger","Midfielder","Manchester United","England","31","Germany","Kolbermoor","German, Premier League, Midfielders","","","","","https://media.guim.co.uk/9cc941d7b2e0759d8fcf8c27d32ce621dd3df664/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/1737a21211dbbc6aac42c780b49a9b968bc21b0e/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","It has been an odd year for Bastian Schweinsteiger. He won another Bundesliga title with Bayern but fell out of favour with Pep Guardiola. His transfer to Manchester United <a href=""http://www.theguardian.com/football/blog/2015/aug/20/manchester-united-transfer-window-pedro-bastian-schweinsteiger-david-de-gea"">was celebrated as astute business</a> on their part yet his performances of late have been underwhelming, which have led some to question his role as the captain of Germany. Rated in the top 25 last year, he has slipped 49 places. Rarely flustered, the World Cup winner remains a player who always seems to have time on the ball, but the clock appears to be ticking on one of the great club and international careers.","Michael Butler","100","SMc√","SMc√","TB√","NAm√"
"75","39","-36","Mats Hummels","Defender","Borussia Dortmund","Germany","27","Germany","Bergisch Gladbach","German, Bundesliga, Defenders","","","","","https://media.guim.co.uk/d819ae3c4f46251ed305f572446c4663eaf72da3/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/686cf367bbb6c8e199fe8c2e9be620fbb280fe1c/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","Perennially linked with a move away from Borussia Dortmund, it is somewhat surprising that the 26 year-old centre-back is still playing at Signal Iduna Park. Mats Hummels endured a turbulent 2014-15 season in which Dortmund flirted with relegation before recovering to qualify for the Europa League and his mentor, Jürgen Klopp, left the club. While he is prone to the odd error he is still a fixture with the German national team, reading the game well and proving dominant in the air. Hummels's form has picked up again, with Dortmund beginning the 2015-16 season with a 13-game unbeaten run. The World Cup winner seems to have been around a long time but is still young enough to improve further, wherever that may be.","Gregg Bakowski","100","SMc√","MC√","NAm√","TB√"
"76","26","-50","Franck Ribéry","Forward","Bayern Munich","Germany","32","France","Boulogne-sur-Mer","Other nationalities, Bundesliga, Forwards","","","","","https://media.guim.co.uk/a48ec9ae0044c0bf1f428e38eb428739f1620f94/0_0_750_750","cropRatio=750,750&size=140,500,750","https://media.guim.co.uk/158c983a13c52bee473625215987a4f9455905d2/0_0_1800_1012","cropRatio=1800,1012&size=140,500,1000,1800","","A year to forget for the winger, who made only seven appearances for Bayern Munich in February and March before suffering a complicated <a href=""http://www.theguardian.com/football/2015/mar/11/bayern-munich-shakhtar-donetsk-champions-league-match-report"">ankle injury against Shakhtar Donetsk</a> that he is still yet to fully recover from. With Douglas Costa impressing in his place, <a href=""http://www.theguardian.com/football/2014/aug/13/franck-ribery-bayern-munich-retires-france"">the former France winger</a> may struggle to reach the heights that have made him one of the past decade's most consistent performers. If he can prove his fitness his experience could be key as Bayern Munich juggle a busy set of fixtures and attempt to repeat the treble heroics of 2013.","Gregg Bakowski","100","SMc√","MC√","TB√","NAm√"
